        -10000000000 -4.28719719928238e-07 1.00222689179504e-08
         -9900000000 -2.71932963457277e-07 -1.88195528133893e-07
         -9800000000 -4.33165366510656e-08 -1.23767021094948e-07
         -9700000000 -3.35490389347486e-08  1.1157210931686e-07
         -9600000000 -2.70056271850958e-07 2.05276229690167e-07
         -9500000000 -4.71014647133273e-07 9.98455786075455e-09
         -9400000000 -3.92813877047349e-07 -2.73120437942949e-07
         -9300000000 -1.22456597620304e-07 -3.52351264424451e-07
         -9200000000 6.05630864058958e-08 -1.99831582377064e-07
         -9100000000 4.91739505230352e-08 -3.7209559703133e-08
         -9000000000 5.68668386664128e-11 -1.08152776408537e-12
         -8900000000 4.70181171088303e-08 3.28435136769421e-08
         -8800000000 7.07191216795189e-08 2.04922795957098e-07
         -8700000000 -1.21358111018032e-07 3.97307857546299e-07
         -8600000000 -4.52591083972116e-07 3.40924085250249e-07
         -8500000000 -5.9280778923454e-07 9.98228825127177e-09
         -8400000000 -3.74114674285414e-07 -2.62544725156142e-07
         -8300000000 -5.81468440643585e-08 -1.6969029987318e-07
         -8200000000 -4.90152670125471e-08 1.59225690080896e-07
         -8100000000 -3.83322895117262e-07 2.87439082976626e-07
         -8000000000 -6.65216841608403e-07 9.75145596874686e-09
         -7900000000 -5.52852145230494e-07 -3.89779524651464e-07
         -7800000000 -1.70081245164974e-07 -4.99899631394916e-07
         -7700000000 8.75664116392879e-08 -2.82269189882045e-07
         -7600000000 6.94870430689852e-08 -5.18694019766847e-08
         -7500000000 3.54684197443236e-11 -4.42599243493588e-13
         -7400000000 6.91095227022596e-08 4.89504646958469e-08
         -7300000000 1.01731943268341e-07 3.01160313282339e-07
         -7200000000 -1.81808196122991e-07 5.81572390235832e-07
         -7100000000 -6.68379440062176e-07 4.96653693595553e-07
         -7000000000 -8.73197219634051e-07 8.99193636735116e-09
         -6900000000 -5.49101438270004e-07 -3.9073112740118e-07
         -6800000000 -8.33479461329852e-08 -2.48523967460077e-07
         -6700000000 -7.65838021496574e-08 2.43114775647429e-07
         -6600000000 -5.83368682513744e-07 4.31512634223342e-07
         -6500000000 -1.00915614118302e-06 8.19028040835222e-09
         -6400000000 -8.37327714842674e-07 -5.9858413699527e-07
         -6300000000 -2.54609285324509e-07 -7.64715876302548e-07
         -6200000000 1.36727300854433e-07 -4.30757546497331e-07
         -6100000000  1.0628670473294e-07 -7.82610319233002e-08
         -6000000000 1.27917306585017e-11 -7.58960047015217e-14
         -5900000000 1.10443076298305e-07 7.93177891954103e-08
         -5800000000 1.59457939254959e-07  4.8244152539433e-07
         -5700000000 -2.97511512344245e-07  9.3025730121522e-07
         -5600000000 -1.08138537138587e-06 7.92609806977673e-07
         -5500000000 -1.41294938332077e-06 5.29730797168931e-09
         -5400000000 -8.87798332610509e-07 -6.40541382549843e-07
         -5300000000 -1.31897080790056e-07 -4.02001213355456e-07
         -5200000000 -1.32505029466394e-07 4.11216894880232e-07
         -5100000000 -9.87092009162826e-07 7.20185888630861e-07
         -5000000000 -1.7079635989133e-06 2.66996979098558e-09
         -4900000000 -1.41983265198837e-06 -1.02912856557897e-06
         -4800000000 -4.28146630012556e-07 -1.31462040690436e-06
         -4700000000 2.40755416375305e-07 -7.4160136033778e-07
         -4600000000 1.84136460958687e-07 -1.33730330381834e-07
         -4500000000 1.51587231987008e-13 9.47440863303316e-17
         -4400000000 2.01687659618884e-07 1.46862488568811e-07
         -4300000000 2.86920969163648e-07  8.8758344299113e-07
         -4200000000 -5.61786260603059e-07  1.7176578330519e-06
         -4100000000 -2.03052530614068e-06 1.46789842975273e-06
         -4000000000 -2.66860187109371e-06 -7.51636852136938e-09
         -3900000000 -1.68541390684801e-06 -1.23292773958191e-06
         -3800000000 -2.46452101730777e-07 -7.68146179805359e-07
         -3700000000 -2.7256527197947e-07 8.27218876679202e-07
         -3600000000 -2.00153746777754e-06 1.44026323560796e-06
