   1.0000000e-06   1.3829787e+02   5.3253521e+09
   1.0478456e-05   1.3259392e+03   5.3253520e+09
   1.0491674e-05   1.3275455e+03   5.3253520e+09
   1.0497870e-05   1.3282985e+03   5.3253520e+09
   1.0502737e-05   1.3288900e+03   5.3253520e+09
   1.0507756e-05   1.3294998e+03   5.3253520e+09
   1.0977773e-05   1.3865487e+03   5.3253520e+09
   1.1007506e-05   1.3901544e+03   5.3253520e+09
   1.1018129e-05   1.3914426e+03   5.3253520e+09
   1.1030538e-05   1.3929472e+03   5.3253520e+09
   1.1041229e-05   1.3942435e+03   5.3253520e+09
   1.1497354e-05   1.4495092e+03   5.3253520e+09
   1.1548609e-05   1.4557174e+03   5.3253520e+09
   1.1563311e-05   1.4574983e+03   5.3253520e+09
   1.1584012e-05   1.4600060e+03   5.3253520e+09
   1.1598415e-05   1.4617508e+03   5.3253520e+09
   1.2044109e-05   1.5156930e+03   5.3253520e+09
   1.2115916e-05   1.5243651e+03   5.3253520e+09
   1.2136303e-05   1.5268270e+03   5.3253520e+09
   1.2165429e-05   1.5303438e+03   5.3253520e+09
   1.2178159e-05   1.5318809e+03   5.3253520e+09
   1.4463745e-05   1.8069839e+03   5.3253519e+09
   1.4640880e-05   1.8282265e+03   5.3253519e+09
   1.4686269e-05   1.8336683e+03   5.3253519e+09
   1.4744293e-05   1.8406240e+03   5.3253519e+09
   1.4797811e-05   1.8470388e+03   5.3253519e+09
   1.7376282e-05   2.1549983e+03   5.3253519e+09
   1.7611690e-05   2.1829956e+03   5.3253519e+09
   1.7776381e-05   2.2025747e+03   5.3253519e+09
   1.7880989e-05   2.2150077e+03   5.3253519e+09
   1.7978861e-05   2.2266380e+03   5.3253519e+09
   2.2869435e-05   2.8049684e+03   5.3253519e+09
   2.3371500e-05   2.8640180e+03   5.3253519e+09
   2.3677866e-05   2.9000224e+03   5.3253519e+09
   2.3906371e-05   2.9268630e+03   5.3253519e+09
   2.4067815e-05   2.9458196e+03   5.3253519e+09
   2.9922760e-05   3.6299884e+03   5.3253518e+09
   3.0705453e-05   3.7210435e+03   5.3253518e+09
   3.1510307e-05   3.8145584e+03   5.3253518e+09
   3.1881359e-05   3.8576277e+03   5.3253518e+09
   3.2250463e-05   3.9004451e+03   5.3253518e+09
   3.5572704e-05   4.2848189e+03   5.3253518e+09
   3.6643063e-05   4.4083278e+03   5.3253518e+09
   3.8011785e-05   4.5661536e+03   5.3253518e+09
