name Small_axis[m] Large_axis[m] Orientation Material1 Material2 Thickness1[m]
BS_98	0.049	0.049	V	Cu20K	ssP506_20K	5e-5
BS_118	0.059	0.059	V	Cu20K	ssP506_20K	5e-5
