name Small_axis[m] Large_axis[m] Orientation Material1 Material2 Thickness1[m]
BS_98	0.049	0.049	V	ssP506_20K	vacuum	2e-3
BS_118	0.059	0.059	V	ssP506_20K	vacuum	2e-3
