name 	 betax 	 betay 	 length
BS_101	7.53059e+03	7.53059e+03	3.80000000e+01
taperBS101_BS121	1.06816e+04	1.06816e+04	4.00000000e-01
BS_121	1.90503e+04	1.90503e+04	2.08400000e+02
BPMCW	4.61180e+03	4.61166e+03	1.20000000e+00
BPMs	1.82526e+04	1.82237e+04	6.00000000e+00
