name Small_axis[m] Large_axis[m] Orientation Material1 Material2 Material3 Thickness1[m] Thickness2[m]
BS_98	0.049	0.049	V	aC	Cu20K	ssP506_20K	5e-7	5e-5
BS_118	0.059	0.059	V	aC	Cu20K	ssP506_20K	5e-7	5e-5
