name Lh Wh T b d eta rhob rhod length nb_holes_per_cs
BS_98	8e-3 1e-3 2e-3 49e-3 68e-3 0.026 6e-7 5.4e-8 9.5 16
BS_118	8e-3 1e-3 2e-3 59e-3 68e-3 0.026 6e-7 5.4e-8 15 16
