x	Curve6
1.72911	-0.0144092
2.37752	-0.00675298
3.09798	-0.0140006
3.7464	-0.013807
4.46686	-0.0061293
5.04323	-0.00595725
5.76369	-0.00574218
6.48415	-0.00552712
7.13256	-0.0127962
7.85303	-0.0051185
8.57349	-0.00490344
9.29395	-0.00468837
10.0144	-0.00447331
10.7349	-0.00425825
11.3833	-0.00406469
12.1037	-0.00384963
12.8242	-0.00363456
13.5447	-0.0034195
14.2651	-0.00320444
14.9856	-0.00298938
15.7061	-0.00277431
16.4265	-0.00255925
17.147	-0.00234419
17.8674	-0.00212912
18.5879	-0.00191406
19.3084	-0.001699
20.0288	-0.00148393
20.7493	-0.00126887
21.4697	-0.00105381
22.1902	-0.000838746
22.9107	-0.000623683
23.6311	-0.00040862
24.3516	-0.000193557
25.072	2.15063e-05
25.7925	0.000236569
26.513	0.000451632
27.2334	0.000666695
27.9539	0.000881758
28.6744	0.00109682
29.3948	0.00131188
30.1153	0.00152695
30.8357	0.00174201
31.5562	0.00195707
32.2767	0.00217214
32.9971	0.0023872
33.7176	0.00260226
34.438	0.00281733
35.1585	0.00303239
35.879	0.00324745
36.5994	0.00346251
37.3199	0.00367758
38.0403	0.00389264
38.7608	0.0041077
39.4813	0.00432277
40.2017	0.00453783
40.9222	0.00475289
41.5706	-0.0174416
42.2911	-0.00976386
43.0115	-0.0170115
43.732	-0.00933373
44.3804	-0.0166029
45.1009	-0.00892512
45.8213	-0.00871005
46.4697	-0.0085165
47.1902	-0.00830143
47.9107	-0.00808637
48.487	0.00701105
