x	Curve4
0.199147	0.00123457
0.483642	0.00123457
0.768137	0.00123457
1.05263	0.00123457
1.33713	0.00123457
1.62162	0.00123457
1.90612	0.00123457
2.19061	0.00123457
2.47511	0.00123457
2.7596	0.00123457
3.0441	0.00123457
3.32859	0.00123457
3.61309	0.00123457
3.89758	0.00123457
4.15363	-0.00123457
4.43812	-0.00123457
4.72262	-0.00123457
5.00711	-0.00123457
5.29161	-0.00246914
5.34851	0.00123457
5.633	0.00123457
5.9175	0.00123457
6.37269	-0.00123457
6.62873	0
6.91323	-0.00123457
7.16927	-0.00123457
7.45377	-0.00123457
7.73826	-0.00123457
8.6202	0
9.24609	0.00123457
9.95733	0.00123457
10.4694	0.00246914
10.9815	0.00123457
11.4367	0.00246914
11.6927	0.00123457
11.9488	0.00246914
12.2333	0.0037037
12.4893	0.00493827
12.7738	0.0037037
13.0583	0.00493827
13.3428	0.0037037
13.5989	0.00493827
13.8834	0.0037037
14.1679	0.00493827
14.4523	0.0037037
14.7084	0.00493827
14.9929	0.00493827
15.2774	0.0037037
15.5334	0.00493827
15.8179	0.0037037
16.1024	0.00493827
16.3869	0.00246914
16.643	0.00493827
16.9275	0.0037037
17.1835	0.00493827
17.468	0.0037037
17.724	0.00493827
18.0085	0.0037037
18.293	0.0037037
18.5491	0.00493827
18.8336	0.0037037
19.0896	0.00493827
19.3741	0.0037037
19.6586	0.00246914
19.9431	0.00493827
