x	Curve2
11.0285	-0.00123457
11.0581	0.0135802
11.0593	0.0296296
11.1466	0.0518519
11.2046	0.0641975
11.2625	0.0753086
11.349	0.0864198
11.4641	0.0975309
11.5506	0.108642
11.6943	0.119753
11.8093	0.130864
11.9244	0.141975
12.0966	0.151852
12.2401	0.161728
12.3551	0.171605
12.47	0.180247
12.6706	0.188889
12.8142	0.198765
13.0147	0.206173
13.1584	0.217284
13.359	0.225926
13.5595	0.233333
13.7602	0.24321
13.9322	0.250617
14.1328	0.259259
14.362	0.267901
14.534	0.276543
14.7347	0.285185
14.9638	0.292593
15.1929	0.301235
15.3936	0.309877
15.6226	0.316049
15.8232	0.324691
16.0523	0.332099
16.2813	0.338272
16.4819	0.346914
16.7109	0.353086
16.9399	0.359259
17.1405	0.366667
17.3695	0.37284
17.5986	0.380247
17.8276	0.38642
18.0567	0.393827
18.2857	0.4
18.5433	0.406173
18.7723	0.412346
19.0014	0.419753
19.2589	0.424691
19.488	0.432099
19.717	0.438272
19.9746	0.444444
