x	Curve3
8.36415	-0.00740741
8.7909	-0.00740741
9.30299	-0.00864198
9.84353	-0.00864198
10.4694	-0.00987654
10.9531	-0.00864198
11.4367	-0.00864198
11.7212	-0.00987654
11.7781	-0.00864198
12.0341	-0.00864198
12.3186	-0.00864198
12.6031	-0.00864198
12.8876	-0.00864198
13.1437	-0.00864198
13.3997	-0.00987654
13.6842	-0.00987654
13.9687	-0.00987654
14.2532	-0.00987654
14.5377	-0.00987654
14.8222	-0.00987654
15.0782	-0.00987654
15.3627	-0.0123457
15.6472	-0.0123457
15.9317	-0.0123457
16.2162	-0.0135802
16.5007	-0.0135802
16.7852	-0.0135802
17.0697	-0.0135802
17.3542	-0.0135802
17.6387	-0.0135802
17.9232	-0.0135802
18.2077	-0.0135802
18.4922	-0.0135802
18.7767	-0.0160494
19.0327	-0.017284
19.3172	-0.017284
19.6017	-0.017284
19.8862	-0.017284
