x	Curve5
0.152905	-0.00717915
0.458716	-0.00666758
0.733945	-0.021077
0.825688	-0.0432284
1.10092	-0.0650728
1.40673	-0.0645612
1.68196	-0.0864056
1.98777	-0.100764
2.263	-0.107738
2.56881	-0.129532
2.81346	-0.129122
3.08869	-0.143532
3.33333	-0.165428
3.63914	-0.164916
3.88379	-0.194246
4.12844	-0.201272
4.43425	-0.208195
4.70948	-0.237475
4.98471	-0.244449
5.29052	-0.251373
5.56575	-0.273217
5.84098	-0.287627
6.11621	-0.294601
6.36086	-0.323932
6.63609	-0.330906
6.91131	-0.337881
7.21713	-0.359674
7.49235	-0.381518
7.76758	-0.395928
8.04281	-0.402902
8.31804	-0.424747
8.62385	-0.44654
8.89908	-0.468384
9.17431	-0.482794
9.44954	-0.512073
9.75535	-0.526432
9.96942	-0.548378
10.2446	-0.577658
10.5199	-0.599502
10.7339	-0.643754
