x	Curve9
0.212713	1.99284
0.486056	1.9932
0.759399	1.99355
1.03263	2.00134
1.33646	1.9943
1.6098	1.99466
1.91351	1.99505
2.21712	2.00288
2.52094	1.99585
2.82466	1.99624
3.09789	2.00403
3.40149	2.01186
3.7052	2.01226
4.00892	2.01265
4.31263	2.01305
4.61635	2.01344
4.92006	2.01384
5.19341	2.01419
5.46675	2.01455
5.77046	2.01494
6.04369	2.02273
6.34741	2.02313
6.65112	2.02352
6.95484	2.02392
7.25855	2.02431
7.56227	2.02471
7.86598	2.0251
8.1697	2.0255
8.47341	2.02589
8.77713	2.02629
9.08084	2.02669
9.38455	2.02708
9.68827	2.02748
9.99198	2.02787
10.2957	2.02827
10.5994	2.02866
10.9031	2.02906
11.2068	2.02945
11.5106	2.02985
11.8143	2.03024
12.118	2.03064
12.4217	2.03103
12.7254	2.03143
13.0291	2.03182
13.3025	2.03218
13.6062	2.03257
13.9099	2.03297
14.1832	2.03332
14.4566	2.03368
14.7299	2.03404
15.0336	2.03443
15.3372	2.04226
15.6107	2.03518
15.8234	2.02802
16.1271	2.02842
16.4308	2.02881
16.7346	2.02921
17.0383	2.0296
17.342	2.03
17.6457	2.03039
17.9494	2.03079
18.2531	2.03118
18.5568	2.03158
18.8606	2.03197
19.1643	2.03237
19.468	2.03277
19.7717	2.03316
