x	Curve1
0.0105747	0.00297455
0.0632518	0.00292214
0.115929	0.00286972
0.168606	0.00281731
0.221283	0.00276489
0.27396	0.00271248
0.326637	0.00266006
0.379314	0.00260765
0.431992	0.00255523
0.484669	0.00250282
0.537346	0.0024504
0.590023	0.00239799
0.6427	0.00234557
0.695377	0.00229316
0.748054	0.00224074
0.800731	0.00218833
0.848534	0.0319915
0.853015	-0.0277144
0.858086	-0.0426449
0.858676	0.00213067
0.859266	0.0469062
0.870194	0.0767461
0.873496	-0.0725109
0.888946	-0.099392
0.891619	0.10359
0.909663	-0.126278
0.911353	0.00207826
0.913043	0.130435
0.939736	0.157274
0.940915	-0.153175
0.96403	0.00202584
0.971617	0.178138
0.972207	-0.177087
0.99827	-0.198008
1.00354	0.201987
1.01671	0.00197343
1.03487	-0.21894
1.04069	0.222845
1.06938	0.00192101
1.07151	-0.236887
1.07784	0.243704
1.10284	-0.257814
1.11499	0.264562
1.12206	0.0018686
1.14474	-0.275766
1.1574	0.285416
1.17474	0.00181618
1.18661	-0.296703
1.19974	0.300299
1.22329	-0.311665
1.22742	0.00176377
1.24212	0.318167
1.27046	-0.329622
1.28009	0.00171135
1.2845	0.336035
1.31241	-0.344589
1.32687	0.353904
1.33277	0.00165894
1.35431	-0.362542
1.37448	0.368782
1.38545	0.00160652
1.40153	-0.377514
1.41682	0.383665
1.43812	0.00155411
1.44347	-0.392481
1.45916	0.398548
1.4908	0.00150169
