x	Curve1
0.0857143	0
0.371429	0
0.657143	0
0.942857	0
1.22857	0
1.51429	0
1.8	0
2.08571	0
2.37143	0
2.65714	0
2.94286	0
3.22857	0
3.51429	0
3.8	0
4.08571	0
4.37143	0
4.65714	0
4.94286	0
5.22857	0
5.51429	0
5.8	0
6.08571	0
6.37143	0
6.65714	0
6.94286	0
7.22857	0
7.51429	0
7.8	0
8.08571	0
8.37143	0
8.65714	0
8.94286	0
9.22857	0
9.51429	0
9.8	0
10.0857	0
10.3714	0
10.6571	0
10.9144	0.00123457
11.1143	0
11.4	0
11.6857	0
11.9714	0
12.2571	0
12.5429	0
12.8286	0
13.1143	0
13.4	0
13.6857	0
13.9714	0
14.2571	0
14.5429	0
14.8286	0
15.1143	0
15.4	0
15.6857	0
15.9714	0
16.2571	0
16.5429	0
16.8286	0
17.1143	0
17.4	0
17.6857	0
17.9714	0
18.2571	0
18.5429	0
18.8286	0
19.1143	0
19.4	0
19.6857	0
19.9714	0
