x	Curve3
0.136954	-1.01841
0.440668	-1.01801
0.744383	-1.01762
1.0481	-1.01722
1.35181	-1.01683
1.62516	-1.01647
1.92876	-1.00864
2.20199	-1.00085
2.47533	-1.0005
2.77916	-1.00754
3.05239	-0.999746
3.32584	-1.00683
3.59919	-1.00647
3.87242	-0.998679
4.17613	-0.998284
4.47985	-0.997889
4.78356	-0.997494
5.08728	-0.997098
5.36062	-0.996743
5.66433	-0.996348
5.84679	-1.01098
6.1505	-1.01058
6.42385	-1.01023
6.72756	-1.00983
7.03127	-1.00944
7.33499	-1.00904
7.6387	-1.00865
7.94242	-1.00825
8.24613	-1.00786
8.54985	-1.00746
8.85356	-1.00707
9.15728	-1.00667
9.46099	-1.00628
9.76471	-1.00588
10.0684	-1.00549
10.3721	-1.00509
10.6758	-1.0047
10.9796	-1.0043
11.2833	-1.00391
11.587	-1.00351
11.8907	-1.00312
12.1944	-1.00272
12.4981	-1.00233
12.8019	-1.00193
13.0752	-1.00158
13.3789	-1.00118
13.6826	-1.00078
13.9863	-1.00039
14.2899	-0.99256
14.5634	-0.999639
14.8671	-0.999244
15.1708	-0.998848
15.4745	-0.998453
15.7783	-0.998058
16.082	-0.997663
16.3857	-0.997268
16.6894	-0.996873
16.9931	-0.996477
17.2665	-0.996122
17.5702	-0.995727
17.8739	-0.995331
18.1472	-0.994976
18.4509	-0.994581
18.7547	-0.994185
19.028	-0.99383
19.3317	-0.993435
19.6353	-0.985605
