x	Curve8
3.39105	0.0212444
4.0404	0.0262375
4.68975	0.0324729
5.26696	0.0374634
5.91631	0.0436987
6.49351	0.0486892
7.14286	0.0536823
7.79221	0.0586755
8.44156	0.0649109
9.01876	0.0699013
9.74026	0.0748972
10.3896	0.0798903
10.9668	0.0848808
11.6162	0.0898739
12.2655	0.0936248
12.9149	0.0973757
13.5642	0.102369
14.2136	0.10612
14.9351	0.108631
15.5844	0.113624
16.2338	0.117375
16.8831	0.119884
17.5325	0.123635
18.1818	0.124901
18.8312	0.128652
19.4805	0.132403
20.202	0.136157
20.8514	0.139908
21.5007	0.141174
22.1501	0.143683
22.8716	0.146194
23.5209	0.149945
24.0981	0.153693
24.7475	0.15496
25.3247	0.158708
26.0462	0.161219
26.6955	0.163728
27.417	0.167481
28.0664	0.168748
28.7157	0.172499
29.4372	0.176252
30.0866	0.178761
30.7359	0.18127
31.3853	0.183778
31.9625	0.187527
32.6118	0.191277
33.2612	0.192544
33.9105	0.195053
34.632	0.198806
35.2092	0.202554
35.9307	0.205066
36.5801	0.207574
37.3016	0.210086
37.8788	0.213834
38.6003	0.217588
44.0115	0.241392
44.6609	0.2439
45.3102	0.246409
45.8874	0.250157
46.5368	0.253908
47.1861	0.256417
47.9076	0.257686
48.557	0.261437
49.1342	0.265185
49.7835	0.268936
