x	Curve1
0.0104895	-1.98192
0.0104895	-1.98192
0.0629371	1.00939
0.0629371	1.00939
0.0629371	1.00939
0.0734266	0.000441
0.115385	-1.98129
0.115385	-1.98129
0.115385	-1.98129
0.125874	0.000756001
0.167832	-0.989983
0.167832	-0.989983
0.167832	-0.989983
0.173077	-0.107069
0.178322	0.001071
0.22028	-1.98066
0.22028	-1.98066
0.225524	-0.14279
0.230769	0.001386
0.272727	-0.178542
0.272727	-0.178542
0.272727	-0.178542
0.283217	0.001701
0.325175	-0.989038
0.325175	-0.989038
0.325175	-0.989038
0.335664	0.002016
0.372378	-0.250016
0.377622	1.01128
0.377622	1.01128
0.388112	0.002331
0.424825	-0.285737
0.43007	-0.988408
0.43007	-0.988408
0.440559	0.002646
0.472028	-0.321489
0.482517	2.02092
0.482517	2.02092
0.493007	0.002961
0.524476	2.00315
0.524476	2.00315
0.534965	-1.97877
0.534965	-1.97877
0.545455	0.003276
0.571678	2.02145
0.576923	1.03049
0.576923	1.03049
0.587413	-1.97845
0.597902	0.003591
0.618881	2.00372
0.624126	-0.446702
0.629371	1.03081
0.634615	-0.987179
0.63986	-0.933094
0.65035	0.003906
0.666084	2.004
0.671329	-0.500473
0.681818	0.977068
0.687063	-0.986864
0.687063	-0.986864
0.692308	-1.97782
0.702797	0.004221
0.713287	2.00428
0.718531	-0.554243
0.734266	0.977383
0.73951	-0.914477
0.73951	-0.914477
0.744755	-1.97751
0.755245	0.004536
0.76049	2.02259
0.770979	-0.589964
0.786713	-0.896176
0.786713	-0.896176
0.791958	-0.986234
0.797203	-1.97719
0.807692	2.02287
0.818182	-0.679771
0.828671	-0.84187
0.833916	1.03204
0.839161	0.959995
0.844406	-0.985919
0.84965	-1.97688
0.854895	2.00513
0.86014	0.00516601
0.886364	1.03235
0.891608	0.96031
0.896853	-0.985604
0.902098	-1.97656
0.907343	-0.787343
0.912587	0.00548101
0.938811	1.03267
0.944056	0.960625
0.949301	-0.985289
0.95979	-0.805046
0.965035	0.00579601
0.991259	1.03298
0.996503	0.96094
1.00175	-0.984974
1.01224	-0.822749
1.01748	0.00611101
1.04371	0.997259
1.04371	0.997259
1.0542	-0.984659
1.05944	-0.840484
1.06469	2.00639
1.06993	0.00642601
1.09091	-1.97543
1.09615	0.94352
1.10664	-0.984344
1.10664	-0.984344
1.11713	2.00671
1.12238	0.00674101
1.14336	-1.97511
1.1486	0.943835
1.15909	-0.984029
1.15909	-0.984029
1.16958	2.00702
1.17483	0.00705601
1.1958	-1.9748
1.20105	0.998204
1.21154	-0.893624
1.21154	-0.893624
1.22203	2.00734
1.22727	0.00737101
1.24825	0.908398
1.2535	0.998519
1.25874	-0.911359
1.26399	-0.983399
1.27448	2.00765
1.27972	0.00768601
1.3007	0.908713
1.30594	0.998834
1.31119	-0.929062
1.31643	-0.983084
1.32692	2.00797
1.33217	0.00800101
1.35315	0.909028
1.35839	0.999149
1.36888	-0.964751
1.37937	2.00828
1.38462	0.00831601
1.40559	0.909343
1.41084	0.999464
1.42133	-0.964436
1.43182	2.0086
1.43706	0.00863101
1.4528	0.891608
1.45804	-1.97322
1.46329	0.999779
1.47378	-0.982139
1.48427	2.00891
1.48951	0.026964
