x	Curve3
0.0917431	-1.01843
0.397554	-1.01792
0.703364	-1.01741
1.00917	-1.0169
1.31498	-1.01639
1.6208	-1.01588
1.89602	-1.00055
2.17125	-1.00009
2.44648	-0.999625
2.75229	-1.00655
3.02752	-1.00609
3.33333	-1.00558
3.60856	-1.00512
3.88379	-1.00466
4.12844	-0.996811
4.43425	-1.00373
4.6789	-0.99589
4.92355	-1.01035
5.22936	-1.00984
5.53517	-1.00933
5.84098	-1.00882
6.14679	-1.0083
6.4526	-1.00779
6.75841	-1.00728
7.06422	-1.00677
7.37003	-1.00626
7.67584	-1.00575
7.98165	-1.00524
8.28746	-1.00472
8.59327	-1.00421
8.89908	-1.0037
9.20489	-1.00319
9.5107	-1.00268
9.81651	-1.00217
10.1223	-1.00165
10.4281	-1.00114
10.7339	-1.00063
11.0398	-1.00012
11.3456	-0.999608
11.6514	-0.999096
11.9572	-0.998585
12.2324	-0.998124
12.5076	-0.975359
12.7829	-0.974899
13.0581	-0.967003
13.3333	-0.973978
13.6086	-0.973517
13.8838	-0.965622
14.159	-0.972596
14.4343	-0.964701
14.7401	-0.971624
15.0153	-0.971164
15.2905	-0.963269
15.5657	-0.962808
15.8716	-0.962297
16.1774	-0.961785
16.4832	-0.961273
16.7584	-0.960813
17.0642	-0.960301
17.3394	-0.967276
17.6147	-0.966816
17.9205	-0.958869
18.1957	-0.958409
18.5015	-0.957897
18.8073	-0.957385
19.0826	-0.956925
19.3884	-0.956413
19.6942	-0.955902
