x	Curve3
0.216138	-0.992473
0.864553	-1.0072
1.51297	-0.999548
2.08934	-0.999376
2.73775	-1.00665
3.38617	-1.00645
4.10663	-1.00624
4.82709	-0.998559
5.4755	-1.00583
6.05187	-1.00566
6.70029	-0.998
7.3487	-1.00527
7.99712	-0.997613
8.64553	-0.997419
9.29395	-1.00469
9.94236	-0.997032
10.5908	-1.0043
11.2392	-0.996645
11.9597	-0.981505
12.6081	-0.988774
13.2565	-0.98858
13.9769	-0.988365
14.6974	-0.98815
15.4179	-0.987935
16.0663	-0.987741
16.8588	-0.994968
17.5072	-1.00224
18.2277	-0.994559
18.804	-1.00185
19.4524	-0.994193
20.1009	-0.994
20.8213	-1.00125
21.3977	-0.993613
22.0461	-0.993419
22.6945	-0.993226
23.3429	-0.993032
24.0634	-0.992817
26.4409	-0.99957
27.1614	-0.991892
27.8818	-0.991677
28.6023	-0.991462
29.3228	-0.991247
30.0432	-0.991032
30.7637	-0.990817
31.4841	-0.990602
32.2046	-0.990387
32.9251	-0.990172
33.6455	-0.989957
34.366	-0.989741
35.0865	-0.989526
35.8069	-0.989311
36.5274	-0.989096
37.2478	-0.988881
37.9683	-0.988666
38.6167	-0.988473
39.3372	-0.988258
40.0576	-0.988042
40.7781	-0.987827
41.4986	-0.987612
42.219	-0.987397
42.9395	-0.987182
43.6599	-0.986967
44.3804	-0.986752
45.1009	-0.986537
45.8213	-0.986322
46.5418	-0.986107
47.2622	-0.985892
47.9827	-0.985677
48.7032	-0.985462
49.4236	-0.985247
