x	Curve1
0.243197	-2.01455
0.546912	-2.01416
0.850627	-2.01376
1.15434	-2.01337
1.45806	-2.01297
1.76177	-2.01258
2.06548	-2.01218
2.3692	-2.01179
2.67291	-2.01139
2.97663	-2.011
3.28034	-2.0106
3.58406	-2.01021
3.88777	-2.00981
4.19149	-2.00942
4.4952	-2.00902
4.79892	-2.00863
5.10263	-2.00823
5.40635	-2.00784
5.70995	-2.00001
6.01366	-1.99961
6.31738	-1.99922
6.62109	-1.99882
6.92481	-1.99842
7.22852	-1.99803
7.53223	-1.99763
7.83595	-1.99724
8.13966	-1.99684
8.44338	-1.99645
8.74709	-1.99605
9.05081	-1.99566
9.35452	-1.99526
9.65824	-1.99487
9.96195	-1.99447
10.2657	-1.99408
10.5694	-1.99368
10.8731	-1.99329
11.1768	-1.99289
11.4805	-1.9925
11.7842	-1.9921
12.088	-1.99171
12.3917	-1.99131
12.6954	-1.99092
12.9386	-2.00547
13.2119	-2.00511
13.4853	-2.00476
13.7586	-2.0044
14.0318	-1.99661
14.2749	-2.00373
14.5178	-1.99598
14.7912	-2.00306
15.0341	-1.99531
15.3076	-2.00239
15.6113	-2.00199
15.8846	-2.00164
16.158	-2.00128
16.4313	-2.00093
16.7045	-1.99314
16.9779	-1.99278
17.2817	-1.99982
17.5549	-1.99203
17.8586	-1.99163
18.1624	-1.99124
18.4661	-1.99084
18.7698	-1.99045
19.0735	-1.99005
19.3772	-1.98966
19.6809	-1.98926
