x	Curve8
2.54052	0.018602
3.19361	0.0223206
3.84669	0.0260392
4.50023	0.0322422
5.15331	0.0359608
5.80617	0.0384372
7.47659	0.0558077
8.12967	0.0595263
8.71027	0.0632458
9.36312	0.0657222
9.94417	0.0719262
10.5252	0.0781301
11.1056	0.0806074
11.7587	0.084326
12.2672	0.0905308
12.8478	0.0942503
13.5011	0.0992112
14.1542	0.10293
14.7355	0.110376
15.3883	0.112852
15.9694	0.119056
16.55	0.122776
17.131	0.12898
17.7841	0.132698
18.2924	0.137661
18.8735	0.143865
19.5266	0.147584
20.0351	0.153788
20.6884	0.158749
21.2692	0.163711
21.9221	0.166187
22.4309	0.173634
23.0837	0.176111
23.6648	0.182315
24.1731	0.187277
24.8264	0.192238
25.4075	0.198442
25.9881	0.202162
26.6414	0.207122
27.1499	0.213327
27.803	0.217046
28.3116	0.223251
28.9647	0.226969
29.5455	0.231931
30.054	0.238136
30.6348	0.243098
31.2884	0.249301
31.869	0.25302
32.45	0.259224
32.9586	0.265429
33.6117	0.269148
34.2654	0.276593
34.8462	0.281555
35.4273	0.287759
36.0081	0.29272
36.6616	0.298923
37.2422	0.302643
37.8233	0.308847
38.3321	0.316294
38.9854	0.321255
39.5664	0.327459
40.1475	0.333663
40.8005	0.337381
41.3093	0.344828
41.8904	0.351032
42.5437	0.355993
43.1247	0.362197
43.6333	0.368402
44.2143	0.374606
44.7951	0.379568
45.3762	0.385772
45.9572	0.391976
46.5383	0.39818
47.0466	0.403142
47.6279	0.410588
48.2091	0.418035
48.8627	0.424238
49.299	0.431686
49.8798	0.436647
