x	Curve9
0.86796	2.00778
1.59103	2.008
2.2418	2.00819
2.89257	2.00839
3.54333	2.00858
4.1941	2.00878
4.9169	2.00148
5.63997	2.0017
6.36305	2.00191
7.08612	2.00213
7.8092	2.00235
8.53227	2.00257
9.25534	2.00278
9.97842	2.003
10.7015	2.00322
11.3509	1.96582
12.074	1.96604
12.7247	1.96623
13.3755	1.96643
14.0263	1.96662
14.7496	1.97436
15.4001	1.96704
16.1235	1.97477
16.7739	1.96745
17.3527	1.97514
18.0032	1.96782
18.6542	1.97554
19.3042	1.95317
20.0272	1.95339
20.7503	1.95361
21.4734	1.95383
22.1965	1.95404
22.9195	1.95426
23.6426	1.95448
24.3657	1.9547
25.0888	1.95491
25.8118	1.95513
26.5349	1.95535
27.258	1.95557
27.981	1.95578
28.7041	1.956
29.3541	1.93364
30.0771	1.93386
30.8002	1.93408
31.5233	1.93429
32.2464	1.93451
32.9694	1.93473
33.6925	1.93495
34.4156	1.93516
35.1387	1.93538
35.8617	1.9356
36.5848	1.93581
37.3079	1.93603
38.031	1.93625
38.754	1.93647
39.4051	1.94418
40.1279	1.93688
40.8509	1.9371
41.574	1.93732
42.2971	1.93753
42.9481	1.94525
43.6709	1.93795
44.3217	1.93814
45.0448	1.93836
45.695	1.92352
46.3455	1.91619
47.0686	1.91641
47.7196	1.92413
48.3704	1.92432
49.0211	1.92452
49.6719	1.92471
