x	Curve9
1.01778	0.0161364
1.52656	0.0235835
2.03534	0.0310306
2.54457	0.0409622
3.05335	0.0484093
3.56236	0.0570986
4.07091	0.0633035
4.21702	0.0695128
4.79806	0.0757168
5.30707	0.0844061
5.81585	0.0918532
6.32485	0.100543
6.76137	0.109233
7.26992	0.115438
7.77848	0.121643
8.14295	0.132818
8.72377	0.13778
9.16029	0.14647
9.66929	0.155159
10.1783	0.163849
10.6871	0.171296
11.1961	0.179985
11.7051	0.188674
12.1414	0.196122
12.6504	0.204812
13.0869	0.213502
13.5959	0.222191
14.1049	0.230881
14.6139	0.23957
15.1229	0.248259
15.6319	0.256949
15.9962	0.266882
16.5772	0.273086
16.9415	0.283019
17.45	0.289224
17.8868	0.299157
18.3958	0.307846
19.0507	0.321502
19.5592	0.327707
20.0689	0.340123
20.5054	0.348814
21.0142	0.356261
21.4507	0.364951
21.8874	0.374883
22.3242	0.384816
22.833	0.392263
23.2697	0.402195
23.7064	0.412128
24.2157	0.422059
24.7242	0.428264
25.161	0.438197
25.5975	0.446887
25.9615	0.455578
26.3258	0.465511
26.98	0.475441
27.4165	0.484131
