x	Curve8
5.42091	1.03308
5.72462	1.03347
6.02834	1.03387
6.33205	1.03426
6.63577	1.03466
6.93948	1.03505
7.2432	1.03545
7.54691	1.03584
7.85063	1.03624
8.15434	1.03663
8.45806	1.03703
8.76177	1.03742
9.06548	1.03782
9.3692	1.03821
9.67291	1.03861
9.97663	1.039
10.2803	1.0394
10.5841	1.03979
10.8878	1.04019
11.1915	1.04058
11.4952	1.04098
11.7989	1.04137
12.1026	1.04177
12.4063	1.04216
12.7101	1.04256
13.0138	1.04295
13.3175	1.04335
13.6212	1.04375
13.9249	1.04414
14.2286	1.04454
14.5323	1.04493
14.8361	1.04533
15.1398	1.04572
15.4435	1.04612
15.7472	1.04651
16.0509	1.04691
16.3545	1.05474
16.6276	1.06996
16.901	1.07032
17.1743	1.07067
17.478	1.07107
17.7818	1.07146
18.0855	1.07186
18.3892	1.07225
18.6929	1.07265
18.9966	1.07304
19.27	1.0734
19.5737	1.07379
19.8773	1.08162
