x	Curve9
0.216138	2.00006
0.936599	2.00028
1.65706	2.00049
2.30548	2.00069
3.02594	2.0009
3.7464	2.00112
4.46686	2.00133
5.18732	2.00155
5.90778	2.00176
6.62824	2.00198
7.3487	2.00219
7.99712	2.00239
8.64553	2.00258
9.36599	1.99533
10.0144	1.99553
10.7349	2.0032
11.3833	2.0034
12.0317	2.00359
12.7522	2.00381
13.4006	1.99654
14.049	1.99673
14.6974	2.00439
15.3458	1.99712
15.9942	2.01224
16.6427	2.01243
17.3631	2.02011
18.0115	2.01284
18.6599	2.0205
19.3804	2.01325
20.0288	2.0209
20.6772	2.0211
21.3977	2.02131
22.1182	2.02153
22.7666	2.02172
23.487	2.02194
24.2075	2.02215
24.928	2.02237
25.6484	2.01512
26.3689	2.0228
27.0893	2.02301
27.8098	2.02323
28.5303	2.02344
29.2507	2.02366
29.9712	2.02387
30.6196	2.02407
31.268	2.0168
31.9885	2.00955
32.6369	2.00974
33.3573	2.01742
33.9337	2.01759
34.5821	2.01032
35.2305	2.02544
35.951	2.02566
36.6715	2.02587
37.3919	2.02609
37.9683	2.03372
38.6167	2.02645
39.2651	2.02665
39.9856	2.02686
40.634	2.02705
41.2824	2.02725
41.9308	2.02744
42.6513	2.02766
43.3718	2.02787
44.0202	2.02807
44.6686	2.02826
44.8847	1.99847
45.6052	1.99123
46.3256	1.9989
46.9741	1.9991
47.6225	1.99929
48.3429	1.99951
48.487	2.02194
49.1354	2.01467
49.8559	2.02235
