x	Curve5
0.216138	6.45189e-05
0.936599	-0.0071831
1.51297	-0.0219364
1.72911	-0.0517227
2.37752	-0.0739172
3.02594	-0.088649
3.67435	-0.110843
4.32277	-0.133038
5.04323	-0.147748
5.69164	-0.169943
6.26801	-0.207084
6.98847	-0.229257
7.63689	-0.251452
8.2853	-0.273646
8.93372	-0.303303
9.58213	-0.332961
10.2305	-0.355155
10.879	-0.384812
11.5274	-0.407007
12.1758	-0.436664
12.8242	-0.466321
13.5447	-0.488494
14.121	-0.51071
14.6974	-0.547852
15.3458	-0.577509
15.9942	-0.592241
16.6427	-0.621898
17.2911	-0.651555
17.9395	-0.673749
18.5879	-0.710869
19.2363	-0.733064
19.8847	-0.755258
20.5331	-0.792378
21.1095	-0.822057
21.7579	-0.836789
22.4063	-0.866446
22.9827	-0.903587
23.6311	-0.918319
24.2795	-0.940514
24.928	-0.985096
25.6484	-0.992344
26.2968	-1.01454
26.4409	-1.03688
27.0893	-1.05908
27.7378	-1.08127
28.3862	-1.11839
29.0346	-1.14059
29.683	-1.17024
30.3314	-1.19244
30.9078	-1.21465
31.5562	-1.23685
32.2046	-1.26651
32.853	-1.30363
33.4294	-1.31838
34.0778	-1.34804
34.7262	-1.37023
35.3746	-1.39989
36.0231	-1.42208
36.6715	-1.45174
37.3199	-1.4814
37.9683	-1.49613
38.6167	-1.53325
39.1931	-1.55546
39.8415	-1.58512
40.4899	-1.61478
41.2104	-1.62949
41.8588	-1.66661
42.5072	-1.6888
43.1556	-1.71846
43.804	-1.74066
44.4524	-1.77031
45.1009	-1.79251
45.5331	-1.82223
46.1816	-1.83696
46.83	-1.85916
47.4784	-1.89628
48.1268	-1.91101
