x	Curve4
5.84611	-0.966371
6.14982	-0.965976
6.45343	-0.958146
6.72688	-0.965225
7.0306	-0.96483
7.33431	-0.964435
7.63803	-0.96404
7.94174	-0.963645
8.24546	-0.963249
8.5188	-0.962894
8.82251	-0.962499
9.12623	-0.962103
9.39957	-0.961748
9.70329	-0.961353
9.97663	-0.960997
10.2803	-0.960602
10.5841	-0.960207
10.8574	-0.959851
11.1307	-0.959495
11.404	-0.951705
11.6774	-0.958784
11.9508	-0.958428
12.2544	-0.950598
12.497	-0.927978
12.7705	-0.935057
13.0438	-0.934701
13.3475	-0.934306
13.5905	-0.93399
13.8942	-0.933595
14.1372	-0.933279
14.4409	-0.932884
14.7446	-0.932488
15.0178	-0.924698
15.3217	-0.931738
15.5949	-0.923947
15.8684	-0.931026
16.1417	-0.930671
16.4149	-0.92288
16.658	-0.929999
16.9312	-0.922208
17.2046	-0.921853
17.478	-0.928932
17.7513	-0.921141
18.0246	-0.920786
18.298	-0.92043
18.5713	-0.920075
18.8446	-0.919719
19.1181	-0.926798
19.3914	-0.926442
