Frequency [Hz]	Re(Zxdip) [Ohm/m]	Im(Zxdip) [Ohm/m]
1.00000000e+01 2.47860175e+09 8.99038570e+09
1.12201845e+01 2.54916208e+09 8.78510092e+09
1.25892541e+01 2.61441544e+09 8.57262713e+09
1.41253754e+01 2.67380691e+09 8.35356814e+09
1.58489319e+01 2.72683799e+09 8.12860227e+09
1.77827941e+01 2.77307645e+09 7.89847319e+09
1.99526231e+01 2.81216465e+09 7.66397912e+09
2.23872114e+01 2.84382592e+09 7.42596058e+09
2.51188643e+01 2.86786897e+09 7.18528736e+09
2.81838293e+01 2.88418994e+09 6.94284485e+09
3.16227766e+01 2.89277242e+09 6.69952049e+09
3.54813389e+01 2.89368516e+09 6.45619049e+09
3.98107171e+01 2.88707792e+09 6.21370746e+09
4.46683592e+01 2.87317557e+09 5.97288913e+09
5.01187234e+01 2.85227073e+09 5.73450851e+09
5.62341325e+01 2.82471537e+09 5.49928567e+09
6.30957344e+01 2.79091165e+09 5.26788120e+09
7.07945784e+01 2.75130237e+09 5.04089149e+09
7.94328235e+01 2.70636131e+09 4.81884561e+09
8.91250938e+01 2.65658385e+09 4.60220398e+09
1.00000000e+02 2.60247805e+09 4.39135828e+09
1.12201845e+02 2.54455629e+09 4.18663288e+09
1.25892541e+02 2.48332784e+09 3.98828717e+09
1.41253754e+02 2.41929226e+09 3.79651887e+09
1.58489319e+02 2.35293373e+09 3.61146805e+09
1.77827941e+02 2.28471638e+09 3.43322151e+09
1.99526231e+02 2.21508057e+09 3.26181760e+09
2.23872114e+02 2.14444000e+09 3.09725114e+09
2.51188643e+02 2.07317967e+09 2.93947833e+09
2.81838293e+02 2.00165465e+09 2.78842159e+09
3.16227766e+02 1.93018939e+09 2.64397428e+09
3.54813389e+02 1.85907766e+09 2.50600506e+09
3.98107171e+02 1.78858301e+09 2.37436208e+09
4.46683592e+02 1.71893951e+09 2.24887671e+09
5.01187234e+02 1.65035291e+09 2.12936710e+09
5.62341325e+02 1.58300197e+09 2.01564123e+09
6.30957344e+02 1.51704000e+09 1.90749970e+09
7.07945784e+02 1.45259651e+09 1.80473822e+09
7.94328235e+02 1.38977892e+09 1.70714974e+09
8.91250938e+02 1.32867429e+09 1.61452626e+09
1.00000000e+03 1.26935109e+09 1.52666045e+09
1.12201845e+03 1.21186090e+09 1.44334698e+09
1.25892541e+03 1.15624005e+09 1.36438360e+09
1.41253754e+03 1.10251120e+09 1.28957209e+09
1.58489319e+03 1.05068491e+09 1.21871898e+09
1.77827941e+03 1.00076094e+09 1.15163612e+09
1.99526231e+03 9.52729691e+08 1.08814114e+09
2.23872114e+03 9.06573353e+08 1.02805776e+09
2.51188643e+03 8.62267067e+08 9.71216024e+08
2.81838293e+03 8.19779954e+08 9.17452459e+08
3.16227766e+03 7.79076056e+08 8.66610108e+08
3.54813389e+03 7.40115193e+08 8.18538554e+08
3.98107171e+03 7.02853735e+08 7.73093873e+08
4.46683592e+03 6.67245291e+08 7.30138548e+08
5.01187234e+03 6.33241325e+08 6.89541347e+08
5.62341325e+03 6.00791711e+08 6.51177179e+08
6.30957344e+03 5.69845208e+08 6.14926923e+08
7.07945784e+03 5.40349895e+08 5.80677251e+08
7.94328235e+03 5.12253537e+08 5.48320428e+08
8.91250938e+03 4.85503909e+08 5.17754112e+08
1.00000000e+04 4.60049077e+08 4.88881148e+08
1.12201845e+04 4.35837636e+08 4.61609357e+08
1.25892541e+04 4.12818910e+08 4.35851327e+08
1.41253754e+04 3.90943126e+08 4.11524205e+08
1.58489319e+04 3.70161549e+08 3.88549494e+08
1.77827941e+04 3.50426607e+08 3.66852849e+08
1.99526231e+04 3.31691972e+08 3.46363882e+08
2.23872114e+04 3.13912642e+08 3.27015973e+08
2.51188643e+04 2.97044990e+08 3.08746081e+08
2.81838293e+04 2.81046535e+08 2.91494632e+08
3.16227766e+04 2.65877319e+08 2.75205046e+08
3.54813389e+04 2.51497217e+08 2.59824164e+08
3.98107171e+04 2.37868642e+08 2.45301502e+08
4.46683592e+04 2.24955194e+08 2.31589391e+08
5.01187234e+04 2.12721910e+08 2.18642777e+08
5.62341325e+04 2.01135253e+08 2.06419081e+08
6.30957344e+04 1.90163082e+08 1.94878068e+08
7.07945784e+04 1.79774628e+08 1.83981723e+08
7.94328235e+04 1.69940459e+08 1.73694128e+08
8.91250938e+04 1.60632446e+08 1.63981353e+08
1.00000000e+05 1.51823729e+08 1.54811348e+08
1.12201845e+05 1.43488675e+08 1.46153836e+08
1.25892541e+05 1.35602839e+08 1.37980224e+08
1.41253754e+05 1.28142926e+08 1.30263505e+08
1.58489319e+05 1.21086746e+08 1.22978172e+08
1.77827941e+05 1.14413175e+08 1.16100139e+08
1.99526231e+05 1.08102116e+08 1.09606658e+08
2.23872114e+05 1.02134455e+08 1.03476250e+08
2.51188643e+05 9.64920214e+07 9.76886305e+07
2.81838293e+05 9.11575506e+07 9.22246467e+07
