0.00000000e+00  9.00000000e-04  1.97143192e-21  9.00000000e-04  -2.83398928e-21  -1.36578125e-04  9.77417313e-07  2.34060676e-03  2.06120384e-03  1.49792971e-01  9.18463592e-04  1.30054294e-07  1.00985598e-07  1.18379083e-02  1.30054378e-07  1.00985763e-07  1.48759543e-01  -1.49988056e-06  1.00000000e+00  9.54541000e-01
2.30676204e-05  5.84368700e-04  -1.62923496e-05  5.71221719e-04  -1.72756774e-05  -1.40714386e-04  9.55003115e-07  2.15200957e-03  2.15569393e-03  1.49795801e-01  9.18446162e-04  1.31004942e-07  1.01200768e-07  1.18379073e-02  1.33096864e-07  1.01786414e-07  1.48759530e-01  -3.74490627e-05  1.00000000e+00  9.54581000e-01
4.61352408e-05  -1.19589432e-04  -2.17102231e-05  -2.89245124e-04  -1.82644392e-05  -1.44753280e-04  9.31928100e-07  2.27530586e-03  2.05869817e-03  1.49798162e-01  9.18431621e-04  1.32175768e-07  1.01309022e-07  1.18379064e-02  1.35290278e-07  1.01859063e-07  1.48759519e-01  -6.07465314e-05  1.00000000e+00  9.54523000e-01
6.92028612e-05  -7.41624201e-04  -1.26464126e-05  -8.70361969e-04  -2.13943691e-06  -1.48692012e-04  9.08208235e-07  2.42086400e-03  2.06739191e-03  1.49800047e-01  9.18420011e-04  1.32284706e-07  1.01212387e-07  1.18379057e-02  1.32775382e-07  1.01213675e-07  1.48759511e-01  -1.13552547e-05  1.00000000e+00  9.54511000e-01
9.22704815e-05  -8.67461275e-04  4.81648592e-06  -6.33238901e-04  1.58015400e-05  -1.52527855e-04  8.83859933e-07  2.23912008e-03  2.16128325e-03  1.49801451e-01  9.18411362e-04  1.32460334e-07  1.01687011e-07  1.18379052e-02  1.33315697e-07  1.02288653e-07  1.48759504e-01  8.62361969e-05  1.00000000e+00  9.54481000e-01
1.15338102e-04  -4.15738184e-04  1.89936678e-05  1.87242662e-04  1.87533307e-05  -1.56258157e-04  8.58900042e-07  2.17325444e-03  2.06584321e-03  1.49802370e-01  9.18405699e-04  1.32249668e-07  1.01949965e-07  1.18379049e-02  1.35464467e-07  1.02493594e-07  1.48759500e-01  1.24763917e-04  1.00000000e+00  9.54430000e-01
1.38405722e-04  3.08968529e-04  2.04396226e-05  8.17331218e-04  4.22853149e-06  -1.59880336e-04  8.33345832e-07  2.36216558e-03  2.07463664e-03  1.49802802e-01  9.18403037e-04  1.30866115e-07  1.01872157e-07  1.18379047e-02  1.32425884e-07  1.01873747e-07  1.48759498e-01  3.15324047e-05  1.00000000e+00  9.54397000e-01
1.61473343e-04  8.21975912e-04  8.26761346e-06  6.78608176e-04  -1.38985423e-05  -1.63391884e-04  8.07214988e-07  2.30783080e-03  2.16987015e-03  1.49802746e-01  9.18403385e-04  1.30394809e-07  1.02543670e-07  1.18379047e-02  1.30467483e-07  1.03134848e-07  1.48759498e-01  -1.26510356e-04  1.00000000e+00  9.54329000e-01
1.84540963e-04  7.83732152e-04  -9.30261446e-06  -7.99750426e-05  -1.87453593e-05  -1.66790374e-04  7.80525588e-07  2.15611470e-03  2.08051484e-03  1.49802201e-01  9.18406742e-04  1.31663496e-07  1.02986497e-07  1.18379049e-02  1.34076375e-07  1.03535398e-07  1.48759501e-01  -1.86319623e-04  1.00000000e+00  9.54382000e-01
2.07608583e-04  2.25461968e-04  -2.05097200e-05  -7.42714863e-04  -6.21437096e-06  -1.70073452e-04  7.53296102e-07  2.31652022e-03  2.08371350e-03  1.49801169e-01  9.18413096e-04  1.32455495e-07  1.02928342e-07  1.18379053e-02  1.35028198e-07  1.02930135e-07  1.48759506e-01  -5.81548298e-05  1.00000000e+00  9.54364000e-01
2.30676204e-04  -4.75412241e-04  -1.79520443e-05  -7.06443998e-04  1.16241351e-05  -1.73238848e-04  7.25545371e-07  2.39979274e-03  2.17993960e-03  1.49799653e-01  9.18422433e-04  1.32517260e-07  1.03708749e-07  1.18379059e-02  1.32673979e-07  1.04263615e-07  1.48759513e-01  1.56346504e-04  1.00000000e+00  9.54394000e-01
2.53743824e-04  -8.51177422e-04  -3.49519075e-06  -2.95388157e-05  1.82510423e-05  -1.76284370e-04  6.97292597e-07  2.21139811e-03  2.10089057e-03  1.49797658e-01  9.18434724e-04  1.32935088e-07  1.04337758e-07  1.18379066e-02  1.34155322e-07  1.04893222e-07  1.48759522e-01  2.42644173e-04  1.00000000e+00  9.54355000e-01
2.76811445e-04  -6.57021044e-04  1.30807354e-05  6.49011641e-04  8.04553203e-06  -1.79207913e-04  6.68557329e-07  2.21433974e-03  2.09557337e-03  1.49795188e-01  9.18449937e-04  1.32566160e-07  1.04315800e-07  1.18379075e-02  1.35492242e-07  1.04321801e-07  1.48759533e-01  9.00639041e-05  1.00000000e+00  9.54498000e-01
2.99879065e-04  -3.10052228e-05  2.07183941e-05  7.16242101e-04  -9.04969104e-06  -1.82007451e-04  6.39359451e-07  2.37283211e-03  2.19001175e-03  1.49792251e-01  9.18468028e-04  1.31296186e-07  1.05106080e-07  1.18379085e-02  1.32240222e-07  1.05604343e-07  1.48759546e-01  -1.74360461e-04  1.00000000e+00  9.54448000e-01
3.22946685e-04  6.04064071e-04  1.44852133e-05  1.38008582e-04  -1.72939657e-05  -1.84681050e-04  6.09719168e-07  2.27722067e-03  2.12457864e-03  1.49788854e-01  9.18488948e-04  1.31389694e-07  1.05906490e-07  1.18379097e-02  1.31672615e-07  1.06458483e-07  1.48759561e-01  -2.91166406e-04  1.00000000e+00  9.54444000e-01
3.46014306e-04  8.27087584e-04  -1.23449651e-06  -5.39349611e-04  -9.67050039e-06  -1.87226857e-04  5.79656987e-07  2.18239486e-03  2.11111375e-03  1.49785007e-01  9.18512639e-04  1.32573744e-07  1.05949386e-07  1.18379110e-02  1.35016640e-07  1.05967983e-07  1.48759577e-01  -1.25869003e-04  1.00000000e+00  9.54402000e-01
3.69081926e-04  4.98775253e-04  -1.58257214e-05  -7.07886712e-04  6.25878533e-06  -1.89643113e-04  5.49193711e-07  2.34570937e-03  2.19892764e-03  1.49780721e-01  9.18539034e-04  1.32893317e-07  1.06661298e-07  1.18379125e-02  1.34747117e-07  1.07090662e-07  1.48759595e-01  1.79657979e-04  1.00000000e+00  9.54378000e-01
3.92149547e-04  -1.51589209e-04  -1.96348500e-05  -2.41936981e-04  1.59102518e-05  -1.91928145e-04  5.18350419e-07  2.36634928e-03  2.14917573e-03  1.49776007e-01  9.18568061e-04  1.33044479e-07  1.07600269e-07  1.18379140e-02  1.33065550e-07  1.08127803e-07  1.48759614e-01  3.29659345e-04  1.00000000e+00  9.54395000e-01
4.15217167e-04  -6.86534892e-04  -1.03747737e-05  4.17375732e-04  1.10381297e-05  -1.94080371e-04  4.87148454e-07  2.20546145e-03  2.13090382e-03  1.49770878e-01  9.18599639e-04  1.33561452e-07  1.07741171e-07  1.18379156e-02  1.35011285e-07  1.07783959e-07  1.48759634e-01  1.64044221e-04  1.00000000e+00  9.54386000e-01
4.38284787e-04  -7.55501138e-04  5.51881268e-06  6.81628441e-04  -3.34453855e-06  -1.96098303e-04  4.55609405e-07  2.25796001e-03  2.20610722e-03  1.49765349e-01  9.18633681e-04  1.33005892e-07  1.08311331e-07  1.18379172e-02  1.35369892e-07  1.08669851e-07  1.48759655e-01  -1.71874432e-04  1.00000000e+00  9.54419000e-01
4.61352408e-04  -3.25050659e-04  1.73682440e-05  3.37808950e-04  -1.41458591e-05  -1.97980545e-04  4.23755095e-07  2.36636207e-03  2.17255750e-03  1.49759435e-01  9.18670091e-04  1.32140056e-07  1.09335659e-07  1.18379189e-02  1.32642860e-07  1.09812100e-07  1.48759677e-01  -3.56439526e-04  1.00000000e+00  9.54406000e-01
4.84420028e-04  3.07351014e-04  1.74483500e-05  -2.87078528e-04  -1.21006313e-05  -1.99725793e-04  3.91607568e-07  2.26173131e-03  2.15489528e-03  1.49753152e-01  9.18708769e-04  1.32825619e-07  1.09604333e-07  1.18379207e-02  1.33356889e-07  1.09685220e-07  1.48759699e-01  -2.02985248e-04  1.00000000e+00  9.54419000e-01
5.07487648e-04  7.19283361e-04  6.02955925e-06  -6.38069061e-04  4.05122863e-07  -2.01332840e-04  3.59189066e-07  2.22593522e-03  2.21165515e-03  1.49746518e-01  9.18749607e-04  1.33697491e-07  1.10004978e-07  1.18379224e-02  1.35799065e-07  1.10303662e-07  1.48759720e-01  1.51353601e-04  1.00000000e+00  9.54467000e-01
5.30555269e-04  6.46242975e-04  -9.02319377e-06  -4.22215763e-04  1.20547922e-05  -2.02800575e-04  3.26522023e-07  2.35401503e-03  2.19312909e-03  1.49739550e-01  9.18792493e-04  1.33491668e-07  1.11047822e-07  1.18379241e-02  1.34621200e-07  1.11448845e-07  1.48759742e-01  3.70345994e-04  1.00000000e+00  9.54496000e-01
5.53622889e-04  1.51427301e-04  -1.76809183e-05  1.52631430e-04  1.28150841e-05  -2.04127981e-04  2.93629042e-07  2.32695953e-03  2.18239783e-03  1.49732268e-01  9.18837307e-04  1.33692381e-07  1.11464934e-07  1.18379258e-02  1.33816791e-07  1.11599241e-07  1.48759763e-01  2.40959532e-04  1.00000000e+00  9.54524000e-01
5.76690510e-04  -4.26368911e-04  -1.44455024e-05  5.78157363e-04  2.46031240e-06  -2.05314141e-04  2.60532883e-07  2.22402083e-03  2.21632903e-03  1.49724693e-01  9.18883924e-04  1.34190292e-07  1.11704970e-07  1.18379275e-02  1.35661948e-07  1.11968962e-07  1.48759784e-01  -1.19018393e-04  1.00000000e+00  9.54562000e-01
5.99758130e-04  -7.05067433e-04  -1.83406567e-06  4.91964039e-04  -9.69777133e-06  -2.06358232e-04  2.27256448e-07  2.29536668e-03  2.20996628e-03  1.49716844e-01  9.18932217e-04  1.33526627e-07  1.12695630e-07  1.18379290e-02  1.35146430e-07  1.13007047e-07  1.48759804e-01  -3.70707083e-04  1.00000000e+00  9.54522000e-01
6.22825750e-04  -5.12382132e-04  1.15459809e-05  -1.82785473e-05  -1.31450232e-05  -2.07259534e-04  1.93822763e-07  2.34218389e-03  2.21222055e-03  1.49708744e-01  9.18982050e-04  1.33159687e-07  1.13271375e-07  1.18379305e-02  1.33469893e-07  1.13473655e-07  1.48759822e-01  -2.76199932e-04  1.00000000e+00  9.54557000e-01
6.45893371e-04  8.35587329e-06  1.68831439e-05  -5.03173722e-04  -5.15447227e-06  -2.08017422e-04  1.60254961e-07  2.26221959e-03  2.22138348e-03  1.49700415e-01  9.19033286e-04  1.34317720e-07  1.13393663e-07  1.18379319e-02  1.35118489e-07  1.13659382e-07  1.48759840e-01  7.63286432e-05  1.00000000e+00  9.54504000e-01
6.68960991e-04  5.03971373e-04  1.09698038e-05  -5.44309519e-04  7.13920901e-06  -2.08631372e-04  1.26576271e-07  2.28011073e-03  2.22278757e-03  1.49691881e-01  9.19085783e-04  1.34871510e-07  1.14264121e-07  1.18379332e-02  1.36388327e-07  1.14485654e-07  1.48759856e-01  3.57476539e-04  1.00000000e+00  9.54478000e-01
6.92028612e-04  6.51257817e-04  -1.89505980e-06  -1.11857098e-04  1.30644406e-05  -2.09100958e-04  9.28099956e-08  2.34519768e-03  2.24277921e-03  1.49683164e-01  9.19139394e-04  1.34197123e-07  1.14992828e-07  1.18379343e-02  1.34754756e-07  1.15272568e-07  1.48759870e-01  3.07002599e-04  1.00000000e+00  9.54458000e-01
7.15096232e-04  3.67860609e-04  -1.30163554e-05  4.14789902e-04  7.58763018e-06  -2.09425857e-04  5.89795003e-08  2.28553038e-03  2.22827272e-03  1.49674289e-01  9.19193973e-04  1.34222067e-07  1.15066214e-07  1.18379353e-02  1.34727246e-07  1.15374322e-07  1.48759882e-01  -2.53249254e-05  1.00000000e+00  9.54512000e-01
7.38163852e-04  -1.43458741e-04  -1.51874312e-05  5.77005363e-04  -4.44824153e-06  -2.09605843e-04  2.51081939e-08  2.25695923e-03  2.23201396e-03  1.49665280e-01  9.19249366e-04  1.34557761e-07  1.15764682e-07  1.18379361e-02  1.36003053e-07  1.15909120e-07  1.48759893e-01  -3.31119811e-04  1.00000000e+00  9.54491000e-01
